,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
1882,Sahyadri Hospital,"Bopodi, Pune",4.0,
1883,KEM Hospital,"Rasta Peth, Pune",1.0,
1884,Bharti Children & Cardio Diabetic Hospital,"Pimple Saudagar, Pune",7.0,15.0
1885,Kohakade Hospital,"Wagholi, Pune",5.0,51.0
1886,Aditya Birla Memorial Hospital,"Chinchwad, Pune",4.0,500.0
1887,Kothari Accident Hospital,"Swargate, Pune",6.0,
1888,Medipoint Hospital,"Chandan Nagar, Pune",4.0,50.0
1889,Sunil Wankhede Memorial Hospital,"Dehu Road, Pune",4.0,15.0
1890,Sahydree Hospital,"Erandwane, Pune",7.0,
1891,Mantri Hospital,"Ghorpadi, Pune",7.0,
1892,Vinayak Hospital,"Warje, Pune",3.0,20.0
1893,Dhanashree Hospital,"Chinchwad, Pune",12.0,50.0
1894,Deendayal Memorial Hospital,"FC Road, Pune",3.0,30.0
1895,Niramay Hospital,"Wadgaon Sheri, Pune",3.0,15.0
1896,Cloudnine Hospital,"Shivaji Nagar, Pune",3.0,18.0
1897,Lifepoint Multispeciality Hospital,"Wakad, Pune",2.0,100.0
1898,Agarwal Maternity & General Hospital,"Chandan Nagar, Pune",2.0,
1899,Mai Mangeshkar Hospital,"Warje, Pune",4.0,50.0
1900,Aastha Hospital,"Chinchwad, Pune",5.0,25.0
1901,Suraj Hospital,"Market Yard, Pune",1.0,15.0
1902,Chitale E.N.T Hospital,"Sadashiv Peth, Pune",10.0,2.0
1903,Pioneer Hospital ,"Talegaon, Pune",23.0,
1904,Lunkad Hospital,"Yerwada, Pune",6.0,4.0
1905,Shri Sai Hospital,"Alandi Devachi, Pune",1.0,
1906,Dr Prakash Bhambure Clinic,"Satara Road, Pune",2.0,100.0
1907,Dr. Karne Accident And Orthopedic Hospital,"Swargate, Pune",1.0,23.0
1908,Bakshi Hospital,"Kothrud, Pune",2.0,7.0
1909,Shreeyash Multispeciality Hospital,"Sinhagad Road, Pune",1.0,20.0
1910,Vatsalya Mother & Child Care,"Bhosari, Pune",21.0,20.0
1911,Lokmanya Hospital,"Swargate, Pune",7.0,50.0
1912,Healing Touch Hospital,"Pimple Saudagar, Pune",7.0,
1913,Mayur Hospital,"Chinchwad, Pune",1.0,15.0
1914,Shrikrupa Hospital,"Sangavi, Pune",5.0,10.0
1915,Mohintara Hospital,"Hadapsar, Pune",7.0,
1916,Modern Hospital,"Nana Peth, Pune",1.0,15.0
1917,Dr. Ratnadeep's Dental Hospital,"Nigdi, Pune",1.0,20.0
1918,Remedy Hospital,"Hadapsar, Pune",1.0,35.0
1919,Jeewan Jyot Hospital,"Nagar Road, Pune",1.0,
1920,Siddhant Maternity Home,"Satara Road, Pune",1.0,5.0
1921,Dr. Makan Surgical Maternity & Accident Hospital,"Sangavi, Pune",1.0,
1922,Pawar Hospital,"Dhankawadi, Pune",2.0,40.0
1923,Dhanwantri Hospital - Rasta Peth,"Rasta Peth, Pune",2.0,
1924,Sai Shree Hospital,"Aundh, Pune",1.0,40.0
1925,Matru Seva Hospital,"Nana Peth, Pune",2.0,5.0
1926,Om Hospital & Maternity Home,"Pune, Pune",1.0,
1927,Shah Accident Hospital,"Yerwada, Pune",13.0,40.0
1928,Sterling Multispeciality Hospital,"Nigdi, Pune",3.0,200.0
1929,Sangamerkar Hospital,"Wadgaon Sheri, Pune",2.0,30.0
1930,Sant Hospital,"Vadgaon, Pune",2.0,
1931,Anand Hospital - Chakan,"Chakan, Pune",3.0,
1932,Gnadhi Nursing Home,"Nigdi, Pune",1.0,18.0
1933,Jeevanshree Hospital,"Chandan Nagar, Pune",16.0,5.0
1934,Krishna Hospital,"Sangavi, Pune",4.0,10.0
1935,Pune International Dental Hospital,"Chinchwad, Pune",2.0,
1936,Kulkarni Hospital,"Warje, Pune",4.0,
1937,Lokmanya Multi Speciality Hospital,"Chinchwad, Pune",1.0,103.0
1938,Chaitanya Hospital,"Parvati Gaon, Pune",8.0,25.0
1939,Kaushal Hospital,"Pimpri, Pune",2.0,20.0
1940,Shri Samarth Hospital,"Rasta Peth, Pune",2.0,
1941,Tongaonkar Hospital,"Akurdi, Pune",1.0,20.0
1942,Oyster and Pearl Hospitals,"Bhavani Peth, Pune",3.0,50.0
1943,Sahyadri Munot Hospital,"Bhavani Peth, Pune",1.0,
1944,siddhivinayak hospital & Research Center,"Nasrapur, Pune",1.0,
1945,Shree Hospital,"Nagar Road, Pune",1.0,25.0
1946,Lilawati Hospital,"Rajgurunagar, Pune",16.0,
1947,Jansheel Hospital,"Pimpri, Pune",2.0,
1948,Jog Hospital C D C R Foundation ,"Paud Road, Pune",1.0,
1949,Jijau Hospital,"Kunjirwadi, Pune",1.0,
1950,Ram Krishna Hospital,"Sadashiv Peth, Pune",2.0,10.0
1951,Sant Sopandev Hospital and Criticare Centre,"Saswad, Pune",1.0,25.0
1952,Mayureshwar Multispeciality Hospital,"Narhe, Pune",4.0,
1953,NIXI ICU & Accident Hospital,"Handewadi, Pune",3.0,25.0
1954,Asian Hospital,"Bhugaon, Pune",13.0,10.0
1955,Dr. More's Children Hospital,"Pimple Gurav, Pune",1.0,15.0
1956,Vighanharta Sai Hospital & Laboratory,"Alandi Road, Pune",1.0,
1957,Atharv Hospital,"Shivaji Nagar, Pune",2.0,10.0
1958,Todkar Hospital,"Bhavani Peth, Pune",2.0,15.0
1959,Kamat Hospital,"Chinchwad, Pune",1.0,50.0
1960,Ranka Multispeciality Hospital,"Swargate, Pune",2.0,101.0
1961,Prakasah Netralaya,"Kothrud, Pune",1.0,2.0
1962,HV Desai Eye Hospital,"Hadapsar, Pune",18.0,250.0
1963,Suryaprabha Nursing Home,"Paud Road, Pune",1.0,
1964,C T Hospital,"Dhanori, Pune",1.0,30.0
1965,CT Nursing Home,"Dhanori, Pune",2.0,20.0
1966,Inamdar Hospital,"NIBM, Pune",1.0,15.0
1967,Bhave Hospital,"Satara Road, Pune",1.0,
1968,Apollo Spectra Hospitals,"Sadashiv Peth, Pune",6.0,35.0
1969,Shree Hospital,"Kharadi, Pune",3.0,75.0
1970,Dr. R G Ghatnekars - Kasturba General Hospital,"Vishrantwadi, Pune",1.0,40.0
1971,Patil Hospital,"Sinhagad Road, Pune",8.0,40.0
1972,Ozone Hospital,"Sangavi, Pune",4.0,25.0
1973,Colony Nursing Home,"Navi Peth, Pune",1.0,100.0
1974,Khaire Hospital,"Chinchwad, Pune",5.0,20.0
1975,Siddhi Hospital & Laparoscopy Center Pvt. Ltd.,"Dhankawadi, Pune",13.0,51.0
1976,Aditya Homoeopathic Hospital And Healing Centre,"Pimpri, Pune",4.0,72.0
1977,NuCare Hospital,"Baner, Pune",1.0,25.0
1978,Royal Hospital,"Katraj, Pune",4.0,6.0
1979,Vighnharta Sai Hospital,"Bhosari, Pune",1.0,10.0
1980,Krushna General Hospital,"Bhosari, Pune",2.0,16.0
1981,Sainath Hospital,"Moshi, Pune",3.0,100.0
1982,Bharati Vidyapeeth Deemed University & Medical College,"Dhankawadi, Pune",2.0,800.0
1983,Dr. Mhaske Hospital & Research Center Pvt. Ltd.,"Hadapsar, Pune",1.0,22.0
1984,Bhoir Hospital,"Thergaon, Pune",2.0,5.0
1985,OM Hospital,"Senapati Bapat Marg, Pune",1.0,10.0
1986,Ashirwad Eye Hospital,"Chinchwad, Pune",1.0,
1987,Unicare Hospital,"Chakan, Pune",1.0,75.0
1988,K K Hospital,"Chandan Nagar, Pune",1.0,45.0
1989,Vighanharta Sai Hospital And Laboratory,"Dighi Camp, Pune",1.0,
1990,Sanjeevani Hospital,"Chinchwad, Pune",3.0,5.0
1991,Pataskar Hospital,"Bhosari, Pune",6.0,25.0
1992,5th Sense Animal Health Care,"Baner, Pune",1.0,2.0
1993,Gultekdi Nursing Home and Lithotripsy Centre,"Gultekdi, Pune",1.0,
1994,Sagar Nursing Home,"Erandwane, Pune",1.0,
1995,Umarji Hospital,"Shukrawar Peth, Pune",1.0,8.0
1996,Devashri Hospital,"Padmavati, Pune",1.0,5.0
1997,Vitalife Clinic - Bavdhan,"Bavdhan, Pune",1.0,
1998,Dr Pagare Speciality Hospital & Critical Care Center,"Sangvi, Pune",1.0,8.0
1999,C T Hospital,"Thergaon, Pune",3.0,10.0
2000,Aditya Birla Memorial Hospital,"Chinchwad, Pune",1.0,10.0
2001,Bhagirathi Children's Hospital,"Karve Nagar, Pune",1.0,18.0
2002,Golden Care Hospital,"Wakad, Pune",1.0,
2003,Ashtvinayak Hospital,"Moshi, Pune",2.0,50.0
2004,Shree Anand Memorial Hospital,"Thergaon, Pune",1.0,8.0
2005,Dr. Sunil Ugile's Piles Clinic(Ashutosh Hospital),"Kalewadi, Pune",1.0,5.0
2006,Deccan Multispeciality Hardikar Hospital,"Shivaji Nagar, Pune",1.0,80.0
2007,Siddhi Health Care Center,"Sangavi, Pune",1.0,50.0
2008,Mauli Hospital and Child Health and Gynae Center,"Lohegaon, Pune",1.0,
2009,Suyash Hospital,"Kothrud, Pune",1.0,15.0
2010,Cloudnine Hospital,"Kalyani Nagar, Pune",1.0,
2011,Mahajan Hospital,"Satara Road, Pune",1.0,
2012,Pasaayadan Ayurved Hospital,"Nigdi, Pune",2.0,
2013,MJM Hospital,"Shivaji Nagar, Pune",1.0,100.0
2014,Indira Maternity Home,"JM Road, Pune",1.0,4.0
2015,Astha Hospital,"Chikhali, Pune",1.0,30.0
2016,Prachiti Hospital & Research Centre,"Sinhagad Road, Pune",1.0,10.0
2017,Atharva Nursing Home,"Pimple Nilakh, Pune",1.0,4.0
2018,Usha Kiran Eye Hospital,"Thergaon, Pune",1.0,2.0
2019,IMAX MULTISPECIALITY HOSPITAL,"Wagholi, Pune",1.0,70.0
2020,"Mothercare Hospital, IVF Centre,Centre for Assisted Reproductive Technology","Market Yard, Pune",1.0,
2021,Kirad Hospital,"Nana Peth, Pune",1.0,
2022,Rode Hospital,"Dighi Camp, Pune",1.0,15.0
2023,Skin City Jehangir Hospital,"Bund Garden, Pune",1.0,
2024,Dr. Dnyanmote Multi Speciality Hospital,"Thergaon, Pune",1.0,10.0
2025,National Institute Of Ophthalmology - Aundh,"Aundh, Pune",1.0,10.0
2026,Seva Hospital,"Thergaon, Pune",1.0,
2027,Oyster And Pearl Hospital,"Shivaji Nagar, Pune",1.0,
2028,Patil Eye Hospital,"Bhosari, Pune",1.0,2.0
2029,dhanvantari hospital,"Hadapsar, Pune",1.0,
2030,Kulkarni EndoSurgery Institute,"Kothrud, Pune",1.0,21.0
2031,Talera Hospital,"Chinchwad, Pune",1.0,
2032,Gujar Hospital,"Ambegaon, Pune",1.0,4.0
2033,Arylok Hospital,"Sinhagad Road, Pune",1.0,2.0
2034,ONP general hospital- Shivajinagar and Tulip Hospital- Gokhale nagar,"Shivaji Nagar, Pune",1.0,
2035,Deshpande Eye Hospital & Laser Center,"Paud Road, Pune",1.0,1.0
2036,Pune City Eye Clinic,"Camp, Pune",,1.0
2037,"AIMS Hospital, Aundh","Aundh, Pune",,
2038,Rajvaidya Ayurvedic Super speciality Panchakarma Hospital,"Pimple Saudagar, Pune",,
2039,Bethesada Hospital	,"Camp, Pune",,
2040,Desai Accident & General Hospital,"Bhosari, Pune",,48.0
2041,Nityaseva Hospital,"Sangvi, Pune",,2.0
2042,Shree Hospital,"Pimple Gurav, Pune",,
2043,Universal Hospital,"Kasba Peth, Pune",,50.0
2044,Adishakti Hospital,"Moshi, Pune",,
2045,Mauli Accident And Multi Speciality Hospital,"Alephata, Pune",,
2046,APS Nursing Home,"Hadapsar, Pune",,15.0
2047,Dugad Hospital,"Satara Road, Pune",,15.0
2048,Gavane Hospital,"Wakad, Pune",,5.0
2049,Machave Hospital,"Kothrud, Pune",,
2050,Pritam Children's Hospital,"Bhosari, Pune",,25.0
2051,Jeevan Hospital,"Pirangut, Pune",,
2052,Sahawas Hospital,"Karve Nagar, Pune",,5.0
2053,Marathe Hospital,"Swargate, Pune",,10.0
2054,Chaitanya Super Speciality Hospital ,"Pimpri, Pune",,
2055,"Sarpotdar Eye Hospital, Kothrud","Kothrud, Pune",,2.0
2056,Alliance Munot Hospital,"Bhavani Peth, Pune",,
2057,Niramay hospital,"Pimple Saudagar, Pune",,
2058,Potdar Hospital,"Shivaji Nagar, Pune",,
2059,Sahyadri Super Speciality Hospital,"Kasba Peth, Pune",,
2060,B. S. D. T.'s College & Multispeciality Hospital,"Wagholi, Pune",,
2061,Vighnaharta Hospital,"Daund, Pune",,
2062,Om Hospital Bavdhan,"Bavdhan, Pune",,
2063,Avdhoot Hospital,"Baramati, Pune",,
2064,Vatsalya hospital,"Budhwar Peth, Pune",,
2065,Sai Chetanya Hospital,"Hadapsar, Pune",,
2066,Alliance Munot Hospital,"Bhavani Peth, Pune",,
2067,Niramay hospital,"Pimple Saudagar, Pune",,
2068,Potdar Hospital,"Shivaji Nagar, Pune",,
2069,Sahyadri Super Speciality Hospital,"Kasba Peth, Pune",,
2070,B. S. D. T.'s College & Multispeciality Hospital,"Wagholi, Pune",,
2071,Vighnaharta Hospital,"Daund, Pune",,
2072,Om Hospital Bavdhan,"Bavdhan, Pune",,
2073,Avdhoot Hospital,"Baramati, Pune",,
2074,Suchak Hospital,"Malad, Mumbai",8.0,60.0
2075,Hinduja Hospital,"Mahim, Mumbai",148.0,50.0
2076,Dr. LH Hiranandani Hospital,"Powai, Mumbai",187.0,50.0
2077,Fortis Hospital,"Mulund West, Mumbai",117.0,261.0
2078,Lilavati Hospital and Research Centre,"Bandra West, Mumbai",197.0,
2079,Godrej Memorial Hospital,"Vikhroli, Mumbai",105.0,110.0
2080,Parakh Hospital,"Ghatkopar East, Mumbai",83.0,80.0
2081,Joy Hospital,"Chembur, Mumbai",8.0,
2082,Breach Candy Hospital,"Breach Candy, Mumbai",136.0,65.0
2083,Om Sai Baba Hospital,"Chembur East, Mumbai",7.0,15.0
2084,Bhatia  Hospital,"Tardeo, Mumbai",205.0,209.0
2085,Kokilaben Dhirubhai Ambani Hospital,"Andheri West, Mumbai",42.0,
2086,S L Raheja Fortis Hospital,"Mahim, Mumbai",158.0,140.0
2087,Wockhardt Hospital,"Mira Road, Mumbai",48.0,
2088,Shushrusha Citizens' Co-operative Hospital,"Shivaji Park, Mumbai",132.0,
2089,Jaslok Hospital,"Peddar Road, Mumbai",27.0,364.0
2090,Juvekars Nursing Home,"Chembur, Mumbai",2.0,
2091,Bhaktivedanta Hospital,"Mira Road, Mumbai",40.0,
2092,BSES MG Hospital,"Andheri West, Mumbai",65.0,100.0
2093,Swastik Hospital,"Chembur East, Mumbai",22.0,
2094,Saraogi Hospital,"Malad West, Mumbai",3.0,15.0
2095,Lifewave Hospital,"Malad East, Mumbai",11.0,15.0
2096,Surya Mother and Child Super Speciality Hospital,"Santacruz West, Mumbai",48.0,70.0
2097,Apex Hospital,"Borivali West, Mumbai",42.0,
2098,Dr Agashe's Maternity And Surgical Nursing Home,"Kurla West, Mumbai",2.0,20.0
2099,Masina Hospital ,"Byculla, Mumbai",121.0,232.0
2100,Sanjeevani Surgical & General Hospital,"Malad East, Mumbai",22.0,
2101,Holy Spirit Hospital,"Andheri East, Mumbai",32.0,300.0
2102,Aastha Health Care,"Mulund West, Mumbai",19.0,50.0
2103,The Childrens Hospital Mumbai,"Malad West, Mumbai",14.0,12.0
2104,Axis Multispecialty Hospital,"Andheri West, Mumbai",19.0,20.0
2105,Raksha Hospital,"Malad West, Mumbai",8.0,35.0
2106,Tata Memorial Hospital ,"Parel, Mumbai",14.0,
2107,National Hospital,"Borivali East, Mumbai",5.0,
2108,Asian Heart Hospital,"Bandra East, Mumbai",23.0,
2109,Ramakrishna Mission Hospital,"Khar West, Mumbai",46.0,
2110,Bhartiya Arogya Nidhi Hospital,"Juhu, Mumbai",17.0,5.0
2111,Belle Vue Multispeciality Hospital,"Andheri, Mumbai",23.0,
2112,Srijan The Fertility Centre & Women Care Hospital,"Borivali West, Mumbai",1.0,15.0
2113,Aditi Hospital,"Mulund West, Mumbai",6.0,4.0
2114,Smt B C J General Hospital ,"Santacruz West, Mumbai",32.0,
2115,Shree Krishna Hospital,"Borivali East, Mumbai",9.0,21.0
2116,Kohinoor Hospital,"Kurla West, Mumbai",1.0,175.0
2117,Guru Nanak Hospital,"Bandra East, Mumbai",37.0,120.0
2118,Powai Polyclinic & Hospital,"Powai, Mumbai",10.0,30.0
2119,Niron Hospital,"Santacruz East, Mumbai",22.0,50.0
2120,Dr. Jonwal's Niramay Ayush Panchkarm Health Institute & Research Hospital,"Kandivali West, Mumbai",4.0,15.0
2121,Hegde Hospital ,"Chembur, Mumbai",3.0,14.0
2122,Criti Care Multi Speciality Hospital & Research Centre,"Andheri West, Mumbai",39.0,100.0
2123,Irla Nursing Home & Polyclinic,"Vileparle West, Mumbai",4.0,16.0
2124,Shalom Medicare Pvt Ltd,"Bhayandar East, Mumbai",16.0,25.0
2125,Shree Hospital,"Chembur, Mumbai",4.0,28.0
2126,Mukund Hospital,"Andheri East, Mumbai",8.0,
2127,Endocrine and Diabetes Clinic,"Borivali West, Mumbai",3.0,20.0
2128,Ankur Hospital,"Kandivali West, Mumbai",4.0,15.0
2129,Mangal Anand Hospital,"Chembur, Mumbai",11.0,38.0
2130,Maruti Nursing Home,"Mulund East, Mumbai",4.0,15.0
2131,Hira Mongi Navneet Hospital,"Mulund West, Mumbai",47.0,5.0
2132,Narurkar ENT Hospital,"Chembur East, Mumbai",1.0,2.0
2133,Bombay Hospital & Medical Research Centre,"Marine Lines, Mumbai",224.0,900.0
2134,New Sanjeevani Hospital,"Malad East, Mumbai",15.0,
2135,Saifee Hospital,"Charni Road, Mumbai",170.0,256.0
2136,Tandon Hospital,"Chembur East, Mumbai",4.0,11.0
2137,Eye care centre,"Malad West, Mumbai",1.0,10.0
2138,Arogyam Hospital,"Kanjurmarg, Mumbai",2.0,15.0
2139,Sujay Hospital,"Vileparle West, Mumbai",21.0,50.0
2140,Ojas Eye Hospital,"Bandra West, Mumbai",4.0,25.0
2141,Kandivili Hitvardhak Mandal Hospital,"Kandivali West, Mumbai",13.0,
2142,S.R Mehta Hospital,"Sion East, Mumbai",37.0,
2143,Agarwal General Hospital & Polyclinic,"Malad East, Mumbai",9.0,
2144,DNA Multispeciality Hospital ,"Kandivali East, Mumbai",2.0,15.0
2145,Aditya Jyot Eye Hospital,"Wadala, Mumbai",12.0,
2146,Dr Panchamiyas Hi Tech Orthopaedic And Surgical Hospital,"Kandivali West, Mumbai",7.0,
2147,Dr Indu’s Newborn & Childcare Centre,"Andheri West, Mumbai",4.0,
2148,Dr. Mendadkar's Children Hospital,"Kurla East, Mumbai",1.0,
2149,Janhvi Nursing Home Pvt Ltd.,"Malad West, Mumbai",6.0,15.0
2150,Satyam Hospital,"Ghatkopar West, Mumbai",11.0,
2151,Lotus Eye Hospital's Trust,"Juhu, Mumbai",9.0,
2152,Gokhale Eye Hospital,"Dadar West, Mumbai",1.0,
2153,Life Care Hospital - Mira Road,"Mira Road, Mumbai",7.0,
2154,Sanket Hospital,"Borivali West, Mumbai",2.0,9.0
2155,Karuna Hospital,"Borivali West, Mumbai",25.0,50.0
2156,Shree Samarth Nursing Home,"Matunga, Mumbai",2.0,18.0
2157,Womens Hospital,"Khar West, Mumbai",2.0,
2158,Dr. L.H.Hiranandani Hospital,"Powai, Mumbai",1.0,
2159, Kulkarni Hospital & ICU,"Jogeshwari East, Mumbai",9.0,
2160,Diamond Hospital,"Jogeshwari West, Mumbai",5.0,20.0
2161,Mallika Hospital,"Jogeshwari West, Mumbai",3.0,30.0
2162,Anand Hospital,"Mira Road, Mumbai",2.0,15.0
2163,Sona Hospital And Medical Centre,"Santacruz East, Mumbai",17.0,15.0
2164,Dr. Subodh Mehta Medical Center,"Khar West, Mumbai",22.0,
2165,Aashna Nursing Home,"Andheri, Mumbai",13.0,10.0
2166,Matrushri Hospital,"Kandivali West, Mumbai",5.0,
2167,Seven Eleven Hospital,"Mira Road, Mumbai",22.0,150.0
2168, Nagher Samaj Hospital,"Ghatkopar West, Mumbai",2.0,15.0
2169,Madhu Hospital,"Bhandup West, Mumbai",9.0,25.0
2170,Wockhardt Hospital,"Mumbai Central, Mumbai",9.0,
2171,New Noor Hospital,"Kurla West, Mumbai",10.0,5.0
2172,Aryan Hospital & Medical Centre ,"Kurla East, Mumbai",19.0,
2173,Prakash Jyot Hospital & I.C.C.U,"Govandi, Mumbai",3.0,20.0
2174,Phoenix Hospital,"Kandivali West, Mumbai",4.0,
2175,Shreeji Hospital,"Kandivali East, Mumbai",4.0,
2176,Jain Hospital,"Goregaon West, Mumbai",2.0,5.0
2177,Pooja Hospital & Polyclinic,"Goregaon West, Mumbai",7.0,
2178,Sneh Nursing Home,"Andheri, Mumbai",2.0,4.0
2179,Shalyak Hospital,"Jogeshwari East, Mumbai",11.0,28.0
2180,Farids Hospital ,"Mira Road, Mumbai",11.0,
2181,Rushabh Hospital,"Chembur, Mumbai",1.0,10.0
2182,Sushrut Hospital and Research Center,"Chembur East, Mumbai",9.0,
2183,Sanghvi Hospital,"Andheri West, Mumbai",4.0,5.0
2184,Cloudnine Hospital,"Malad West, Mumbai",48.0,
2185,Asha Maternity And General Hospital,"Malad East, Mumbai",6.0,30.0
2186,Inlaks General Hospital,"Chembur East, Mumbai",7.0,
2187,City Hospital-kurla,"Kurla West, Mumbai",2.0,50.0
2188,Kokan Hospital,"Jogeshwari East, Mumbai",4.0,21.0
2189,Yashwant Maternity Hospital,"Vikhroli, Mumbai",3.0,
2190,Bakul Parekh Children's Hospital,"Ghatkopar East, Mumbai",2.0,50.0
2191,H J Doshi Ghatkopar Hindu Sabha Hospital,"Ghatkopar West, Mumbai",6.0,
2192,Medicare Hospital (Bone And Joint Center),"Andheri East, Mumbai",6.0,
2193,Dr. Yadav Hospital,"Nalasopara West, Mumbai",1.0,16.0
2194,Speciality ENT Hospital,"Kandivali East, Mumbai",3.0,4.0
2195,Lifelline Hospital,"Goregaon East, Mumbai",5.0,
2196,Sunridges Speciality Hospital,"Vileparle West, Mumbai",2.0,30.0
2197,Samartha Hospital,"Mira Road, Mumbai",2.0,10.0
2198,Pandya Surgical & Maternity Hospital,"Borivali, Mumbai",4.0,8.0
2199,Benzer Nursing Home,"Andheri West, Mumbai",7.0,15.0
2200,Purnima Hospital,"Borivali East, Mumbai",9.0,
2201,Samarth Hospital,"Vikhroli West, Mumbai",2.0,
2202,Excel ENT Hospital,"Ghatkopar East, Mumbai",7.0,3.0
2203,Rukhmani Hospital,"Grant Road, Mumbai",16.0,
2204,Criticare Hospital,"Andheri East, Mumbai",1.0,100.0
2205,ARK Hospital,"Andheri West, Mumbai",9.0,20.0
2206,Sai Baba Hospital,"Bhayandar East, Mumbai",5.0,34.0
2207,Lifeline Group of Hospitals,"Malad West, Mumbai",18.0,
2208,Paramount General Hospital & I.C.C.U,"Andheri East, Mumbai",4.0,
2209,Sunny Hospital,"Chembur, Mumbai",1.0,
2210,Bathia Hospital And Eye Clinic,"Borivali West, Mumbai",10.0,
2211,Maru Hospital,"Parel, Mumbai",33.0,20.0
2212,Hinduja HealthCare Surgical Hospital,"Khar West, Mumbai",4.0,
2213,Hitankshi Nursing Home,"Mira Road, Mumbai",6.0,15.0
2214,Thakur Hospital,"Dadar West, Mumbai",8.0,
2215,Kapadia Multispeciality Hospital,"Goregaon West, Mumbai",1.0,30.0
2216,Ashwini Accident Hospital,"Mahim, Mumbai",3.0,10.0
2217,Sanjeevanee Hospital,"Dadar East, Mumbai",2.0,15.0
2218,Sobti Hospital,"Matunga, Mumbai",3.0,7.0
2219,Worli Hospital For Women,"Worli, Mumbai",8.0,8.0
2220,Atlantis Hospital,"Malad West, Mumbai",6.0,20.0
2221, Abhinav Sushrut Hospital,"Dahisar East, Mumbai",2.0,
2222,Ruby Hospital - A Venture of Arogyam Hospital,"Bhandup West, Mumbai",12.0,15.0
2223,Oscar Multispeciality Hospital,"Kandivali West, Mumbai",7.0,75.0
2224,Parakh Hospital,"Ghatkopar, Mumbai",1.0,80.0
2225,Arya Women's Hospital,"Kandivali West, Mumbai",1.0,
2226,Apex Multi Speciality Hospital ,"Sakinaka, Mumbai",2.0,18.0
2227,Care & Cure Maternity And Nursing Home,"Powai, Mumbai",1.0,
2228,Ashok Hospital,"Dahisar East, Mumbai",6.0,12.0
2229,Sitla Hospital,"Chembur, Mumbai",2.0,
2230,Prasanna Aarogya Hospital & ICU,"Mulund West, Mumbai",6.0,
2231,Zenith Hospital,"Malad, Mumbai",5.0,100.0
2232,Nimani Hospital,"Malad West, Mumbai",1.0,
2233,Spring Life IVF & Fertility Centre,"Parel, Mumbai",1.0,9.0
2234,Nihal Nursing Home,"Powai, Mumbai",6.0,
2235,SAS Hospital,"Bhandup West, Mumbai",1.0,25.0
2236,Mehta International Eye Institute,"Colaba, Mumbai",1.0,3.0
2237,Masrani Hospital For Women,"Andheri, Mumbai",19.0,15.0
2238,Surana Sethia Hospital and Research Center,"Chembur, Mumbai",5.0,75.0
2239,Dhanwantari Hospital and Research Centre,"Shivaji Park, Mumbai",2.0,
2240,Shah Nursing Home ,"Matunga, Mumbai",1.0,8.0
2241,Swastik Nursing Home,"Ghatkopar West, Mumbai",10.0,10.0
2242,Anand Multi Speciality Hospital,"Dahisar East, Mumbai",2.0,
2243,Dr. Farid's Hospital,"Mira Road, Mumbai",1.0,15.0
2244,Dr LH Hiranandani Hospital,"Powai, Mumbai",3.0,
2245,Kiran Care & Cure Hospital,"Andheri East, Mumbai",6.0,
2246,SMT Laxmiben Dharmshi Karsn Gala Eye Hospital ,"Vileparle East, Mumbai",1.0,
2247,Parekh Eye Hospital,"Bandra, Mumbai",3.0,3.0
2248,Surana Hospital,"Bhayandar, Mumbai",12.0,15.0
2249,Somaiya Hospital,"Sion East, Mumbai",17.0,
2250,Pikale Hospital,"Mahim, Mumbai",4.0,10.0
2251,Eye Solutions - The complete eye hospital,"Cumballa Hill, Mumbai",2.0,
2252,Kirti Nursing Home,"Kandivali West, Mumbai",1.0,
2253,Jeevan Maternity & General Hospital,"Malad East, Mumbai",5.0,30.0
2254,Platinum Hospital,"Mulund East, Mumbai",17.0,100.0
2255,Vinayak Maternity And General Hospital,"Malad West, Mumbai",5.0,
2256,Pancholi Hospital,"Ghatkopar East, Mumbai",11.0,20.0
2257,Sarla Hospital,"Santacruz West, Mumbai",4.0,35.0
2258,Pushpaa Hospital,"Andheri West, Mumbai",2.0,15.0
2259,Manisha's Sparshad Nursing Home,"Bhandup, Mumbai",3.0,15.0
2260,Suvidha Hospital & Polyclinic,"Goregaon West, Mumbai",1.0,15.0
2261,Endoscopy Asia,"Sion West, Mumbai",37.0,80.0
2262,Apollo Spectra Hospital,"Chembur, Mumbai",1.0,16.0
2263,Chandrajyoti Children and General Hospital,"Ghatkopar West, Mumbai",2.0,18.0
2264,Ashwini Nursing Home & IVF Centre,"Dadar East, Mumbai",1.0,6.0
2265,Kanchi Nursing Home,"Goregaon East, Mumbai",9.0,16.0
2266,Sailee Hospital,"Borivali West, Mumbai",6.0,
2267,Sushrusha Hospital - Mira Road,"Mira Road, Mumbai",3.0,
2268,Shroff Eye Clinic,"Marine Drive, Mumbai",3.0,
2269,Shroff Eye Hospital,"Bandra West, Mumbai",1.0,
2270,Shreeji Hospital,"Ghatkopar West, Mumbai",3.0,15.0
2271,Ashirwad Maternity & Nursing Home,"Bhandup West, Mumbai",2.0,16.0
2272,Raghu Kamal Hospital,"Malad West, Mumbai",8.0,
2273,DNA Multispeciality Hospital,"Kandivali East, Mumbai",8.0,
2274,Hamzah Multispeciality Hospital ,"Mira Road, Mumbai",1.0,
2275,Nefrons Hospital,"Mulund West, Mumbai",10.0,10.0
2276,Shree Hospital,"Mulund, Mumbai",2.0,20.0
