,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
1467,Dr. Sridhara G,12.0,MBBS MS - Orthopaedics MRCS (UK) ,Cardiologist,Manipal Hospital
1468,Dr. Vidya Ashok,17.0,MBBS MS - Orthopaedics ,Ophthalmologist/EyeSurgeon,Manipal Hospital
1469,Dr. K. Sadashiva Shetty,16.0,MBBS MS - General Surgery ,Dentist,Manipal Hospital
1470,Dr. Murali S.,19.0,MBBS DCH DNB - Paediatrics ,Neurologist,Manipal Hospital
1471,Dr. Srinivas C.H.,38.0,MBBS DDV MD - Dermatology ,Orthopedist,Manipal Hospital
1472,Dr. Pramod Krishnan,41.0,MBBS DNB - Respiratory Diseases ,Neurologist,Manipal Hospital
1473,Dr. Rajshekhar C Jaka,32.0,MBBS Diploma in Cardiology PGDMLS ,SurgicalOncologist,Manipal Hospital
1474,Dr. Mitesh Shetty,34.0,DNB - General Surgery Diploma in Advanced Laparoscopic surgery MBBS ,GeneralPhysician,Manipal Hospital
1475,Ms. Haripriya  P,20.0,MS - General Surgery FICS FAIS ,Physiotherapist,Manipal Hospital
1476,Mr. Janakiraman P,14.0,MBBS MS - Ophthalmology DNB - Ophthalmology Fellow In Retina & Uvea Fellow International Council of ophthalmologists(U.K) FAICO (Fellow of All India Collegium of Ophthalmology) MNAMS - Ophthalmology FRCS - Ophthalmology (Glasgow) ,Physiotherapist,Manipal Hospital
1477,Mr. Umashankar L,28.0,MBBS MD - Internal Medicine DM - Gastroenterology ,OrthopedicPhysiotherapist,Manipal Hospital
1478,Ms. Harsha Malik,25.0,MCh - Plastic Surgery MS - General Surgery ,Physiotherapist,Manipal Hospital
1479,Ms. Namratha P Prabhu,18.0,MBBS MS - General Surgery MCh - Plastic Surgery Fellowship in Aesthetic Medicine Fellowship in Breast Reconstruction ,Physiotherapist,Manipal Hospital
1480,Mr. Anand Shanker,14.0,MBBS MS - General Surgery Fellowship in Breast Oncology ,Physiotherapist,Manipal Hospital
1481,Ms. Swathi Shivadas K,17.0,MBBS DGO ,Physiotherapist,Manipal Hospital
1482,Dr. Praveen Ganigi,18.0,MD - Obstetrics & Gynaecology DNB - Obstetrics & Gynecology DGO FCPS (Gynaecology) ,Neurosurgeon,Manipal Hospital
1483,Ms. Dhanalakshmi V,14.0,MBBS MS - General Surgery DNB - General Surgery MNAMS - General Surgery MRCS (UK) FMAS ,Physiotherapist,Manipal Hospital
1484,Dr. Ratnavalli. E,11.0,MBBS MD - Obstetrics & Gynaecology FICS Fellow ship of Indian College of Obstetrics and Gynecology (FICOG) ,Neurologist,Manipal Hospital
1485,Dr. Amrith Raj Rao,23.0,MBBS MS - General Surgery DNB - Urology/Genito - Urinary Surgery ,Urologist,Manipal Hospital
1486,Dr. B V Balachandra,16.0,MCh - Urology MS - General Surgery MBBS ,Pediatrician,Manipal Hospital
1487,Dr. Padma Sundaram,6.0,MD - Radio Diagnosis/Radiology MBBS ,Pulmonologist,Manipal Hospital
1488,Dr. Sindhu Paul Kavalakkat,5.0,MBBS MS - General Surgery MCh - Thoracic Surgery ,RadiationOncologist,Manipal Hospital
1489,Dr. Ravi Jangamani,11.0,MBBS MD - Oncology DM - Medical Oncology ,Nephrologist/RenalSpecialist,Manipal Hospital
1490,Dr. Kakoli Lahkar,26.0,MBBS MS - Oncology DNB - Surgical Oncology FRCS - General Surgery ,MedicalOncologist,Manipal Hospital
1491,Dr. Himabindu Adusumili,17.0,MBBS ,Ophthalmologist/EyeSurgeon,Manipal Hospital
1492,Dr. Lakshmi Krupa,10.0,MBBS Post Graduate Diploma in Diabetology (PGDD) ,Ophthalmologist/EyeSurgeon,Manipal Hospital
1493,Dr. Goutham Kumar,39.0,"MBBS DNB - General Medicine DNB - Endocrinology, Diabetes, Metabolism ",GeneralSurgeon,Manipal Hospital
1494,Dr. Satyanarayana Mysore,17.0,DGO MD - Obstetrics & Gynaecology ,Somnologist(SleepSpecialist),Manipal Hospital
1495,Dr. Manjunath M,22.0,MS - Orthopaedics ,Neurologist,Manipal Hospital
1496,Dr. Harish Nayak,18.0,MS - Orthopaedics Fellowship in Joint Replacement Fellowship in Joint Replacement MBBS ,Ophthalmologist/EyeSurgeon,Manipal Hospital
1497,Dr. Srinivas K,20.0,MS - Orthopaedics MBBS ,"DentalSurgeon,OralMedicineandRadiology",Manipal Hospital
1498,Dr. Sundar Sankaran,18.0,MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery Diploma in Orthopaedics MBBS ,Nephrologist/RenalSpecialist,Manipal Hospital
1499,Dr. Pavan Tambakad,19.0,MBBS MD - General Medicine ,"Dentist,PediatricDentist",Manipal Hospital
1500,Dr. Ranjit Mohan,17.0,MBBS MD - General Medicine ,GeneralPhysician,Manipal Hospital
1501,Dr. Bharath K. Kadadi,13.0,MBBS MD - General Medicine ,Orthopedist,Manipal Hospital
1502,Dr. Mallinath G.,35.0,MBBS MD - Rheumatology ,"Orthopedist,JointReplacementSurgeon",Manipal Hospital
1503,Dr. Rupali Sinha,20.0,MBBS MD - General Medicine DM - Gastroenterology ,Ophthalmologist/EyeSurgeon,Saifee Hospital
1504,Dr. Suresh Sankla,11.0,MBBS MD - Physician ,Neurosurgeon,Saifee Hospital
1505,Dr. Archana Desai,17.0,MBBS FCCP ,Ayurveda,Saifee Hospital
1506,Dr. Lipsa Shah,9.0,MBBS MS - General Surgery ,Ayurveda,Saifee Hospital
1507,Dr. M J Jassawalla,21.0,MBBS MS - General Surgery ,Gynecologist,Saifee Hospital
1508,Dr. Manik Potwar,20.0,MNAMS - General Surgery FRCS - General Surgery ,InfertilitySpecialist,Saifee Hospital
1509,Dr. Manjiri Kaba,19.0,MBBS DGO MD - Obstetrics & Gynaecology ,Gynecologist/Obstetrician,Saifee Hospital
1510,Dr. Meenal Kamble,21.0,MBBS MD - Obstetrics & Gynaecology DGO FCPS - Mid. & Gynae ,Gynecologist,Saifee Hospital
1511,Dr. C N Purandare,12.0,MBBS MS - General Surgery MCh - Paediatric Surgery DNB FRCS - General Surgery FCPS (Paediatrics) ,Gynecologist,Saifee Hospital
1512,Dr. Hutokshi. Zaroliwala,12.0,MBBS MS - General Surgery MCh - Plastic Surgery FICS ,Gynecologist/Obstetrician,Saifee Hospital
1513,Dr. Kaneez F. Shaikh,9.0,MBBS MS - Ophthalmology ,Gynecologist/Obstetrician,Saifee Hospital
1514,Dr. Alifiya S Bapai,18.0,MBBS MS - Ophthalmology ,Gynecologist,Saifee Hospital
1515,Dr. Anahita Chauhan,15.0,MBBS MS - Ophthalmology ,Gynecologist,Saifee Hospital
1516,Dr. Anis F Adam,12.0,MS - General Surgery ,Gynecologist/Obstetrician,Saifee Hospital
1517,Dr. Manik Godbole,18.0,MBBS M C P S MS - General Surgery MCh - Urology ,Ayurveda,Saifee Hospital
1518,Dr. Mamta Lele,17.0,MBBS MS - ENT ,Ayurveda,Saifee Hospital
1519,Dr. Ninad Tambe,22.0,MBBS MS - ENT ,Ayurveda,Saifee Hospital
1520,Dr. Swati Gowilkar,5.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) DNB - ENT FICS ,Ayurveda,Saifee Hospital
1521,Dr. Satish Vaze,17.0,MBBS MS - Otorhinolaryngology ,Ayurveda,Saifee Hospital
1522,Dr. Surya Bhagwati,8.0,MBBS MD - Dermatology ,,Saifee Hospital
1523,Dr. Dikshit Jodhavat,14.0,MBBS MD - Dermatology ,Homoeopath,Saifee Hospital
1524,Dr. Milind Bhatt,13.0,MBBS MD - Dermatology ,Homoeopath,Saifee Hospital
1525,Dr. Nargis Juvale,9.0,MD - Palliative Medicine ,Homoeopath,Saifee Hospital
1526,Dr. Neha Seth,20.0,MBBS Diploma in Radiation Medicine ,Homoeopath,Saifee Hospital
1527,Dr. Pramodhini Page,11.0,MBBS MD - Psychiatry ,Homoeopath,Saifee Hospital
1528,Dr. Rahul Joshi,25.0,MBBS MS - General Surgery ,Homoeopath,Saifee Hospital
1529,Dr. Rekha Zanwar,19.0,DNB - General Medicine Fellowship in Diabetology MBBS MD - Physician ,Homoeopath,Saifee Hospital
1530,Dr. Arun Chogle,31.0,D.O DNB FRCS - General Surgery Fellow of American College of Surgeons(FACS) ,Rheumatologist,Saifee Hospital
1531,Dr. Lata S Bichile,34.0,MBBS MS - General Surgery DNB - General Surgery Fellowship in Gynaec Oncology MS - Oncology ,Rheumatologist,Saifee Hospital
1532,Dr. Prakash Pispati,9.0,MBBS MD - General Medicine DM - Cardiology ,Rheumatologist,Saifee Hospital
1533,Dr. Ajit Vaze,31.0,MBBS MS - General Surgery MCh - Paediatric Surgery ,UrologicalSurgeon,Saifee Hospital
1534,Dr. Gaurang Shah,17.0,MBBS MS - General Surgery FICS Fellow of Academy of General Education (FAGE) ,"UrologicalSurgeon,Urologist",Saifee Hospital
1535,Dr. Hemant R Pathak,17.0,MBBS MS - General Surgery ,"Urologist,UrologicalSurgeon",Saifee Hospital
1536,Dr. Nayan Sanghavi,4.0,MBBS MS - General Surgery ,Urologist,Saifee Hospital
1537,Dr. Vinit Shah,12.0,MBBS MS - General Surgery FICS ,Urologist,Saifee Hospital
1538,Dr. J G Lalmalani,16.0,MBBS MS - General Surgery FICS FAIS ,UrologicalSurgeon,Saifee Hospital
1539,Dr. P N Vaswani,36.0,MBBS ,Urologist,Saifee Hospital
1540,Dr. Ajay Churasia,27.0,MBBS ,Cardiologist,Saifee Hospital
1541,Dr. Brian Pinto,43.0,MBBS ,Cardiologist,Saifee Hospital
1542,Dr. Hozefa Bhinderwala,16.0,MBBS ,Psychiatrist,Saifee Hospital
1543,Dr. Sharita Shah,11.0,MBBS MD - Obstetrics & Gynaecology DGO ,Psychiatrist,Saifee Hospital
1544,Dr. Sunay Pradhan,10.0,MBBS MD - Obstetrics & Gynaecology DGO ,Psychiatrist,Saifee Hospital
1545,Dr. Manjoy Mashru,13.0,MBBS MS - Obstetrics & Gynaecology MD - Obstetrics & Gynaecology DGO ,Cardiologist,Saifee Hospital
1546,Dr. Yoosuf Matcheswala,7.0,MBBS MD - Obstetrics & Gynaecology ,Psychiatrist,Saifee Hospital
1547,Dr. Manoj Aggny,41.0,MBBS DGO ,CardiacSurgeon,Saifee Hospital
1548,Dr. Samir Warty,21.0,MBBS DGO ,PlasticSurgeon,Saifee Hospital
1549,Dr. Suhas Parekh,17.0,MBBS MD - Obstetrics & Gynaecology DGO ,CardiacSurgeon,Saifee Hospital
1550,Dr. Karthik Shah,6.0,MBBS MD - Nephrology DM - Nephrology ,Thoracic(Chest)Surgeon,Saifee Hospital
1551,Dr. Kapil Agarwal,16.0,MBBS MS - Urology MCh - Urology ,PlasticSurgeon,Saifee Hospital
1552,Dr. Dhaval Gandhi,19.0,MBBS MS - General Surgery MCh - Vascular Surgery ,PlasticSurgeon,Saifee Hospital
1553,Dr. Anil Tibrewala,32.0,MBBS ,PlasticSurgeon,Saifee Hospital
1554,Dr. Kalpesh,16.0,MBBS MS - Orthopaedics ,Thoracic(Chest)Surgeon,Saifee Hospital
1555,Dr. Rajesh Sharma,8.0,MBBS MS - Orthopaedics ,Thoracic(Chest)Surgeon,Saifee Hospital
1556,Dr. Hasmukh J.Shroff,8.0,MBBS MS - Orthopaedics ,Dermatologist,Saifee Hospital
1557,Dr. Shehnaz,17.0,MBBS MS - Orthopaedics ,Dermatologist,Saifee Hospital
1558,Dr. B T Maskati,19.0,MBBS MS - ENT ,Ophthalmologist,Saifee Hospital
1559,Dr. Sunil,8.0,MBBS FRCS - Trauma & Orthopedic Surgery ,Dermatologist,Saifee Hospital
1560,Dr. Jatin Shah,6.0,MBBS MS - ENT MNAMS - General Surgery FICS ,Ophthalmologist,Saifee Hospital
1561,Dr. Rajul Dalal,36.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) ,Ophthalmologist,Saifee Hospital
1562,Dr. Nusrat Hakim,16.0,MDS ,Ophthalmologist/EyeSurgeon,Saifee Hospital
1563,Dr. Mahmood Husein,31.0,MDS ,Ophthalmologist,Saifee Hospital
1564,Dr. Naseem Kagalwala,27.0,MBBS Division of Clinical Psychology (DCP) DNB ,Ophthalmologist/EyeSurgeon,Saifee Hospital
1565,Dr. Chaitan,8.0,MBBS  FRCP FAMS - Fellowship of the Academy Medicine ,Ear-Nose-Throat(ENT)Specialist,Saifee Hospital
1566,Dr. D M Borkar,21.0,MBBS Post Graduate Diploma in Diabetology (PGDD) ,ENT/Otorhinolaryngologist,Saifee Hospital
1567,Dr. K.K Ezzy,33.0,MBBS MD - Oncology ,ENT/Otorhinolaryngologist,Saifee Hospital
1568,Dr. Hamza Pardiwala,17.0,MBBS MS - Oncology ,Ear-Nose-Throat(ENT)Specialist,Saifee Hospital
1569,Dr. PilooHakim,14.0,MBBS MS - General Surgery MCh - Oncology ,Ear-Nose-Throat(ENT)Specialist,Saifee Hospital
1570,Dr. Sajid Shaik,14.0,MBBS MS - Oncology MCh - Oncology ,Ear-Nose-Throat(ENT)Specialist,Saifee Hospital
1571,Dr. Saifee Plumber,8.0,MBBS Diploma in Tuberculosis and Chest Diseases (DTCD) FCCP ,Gastroenterologist,Saifee Hospital
1572,Dr. A k. Gavlani,43.0,MBBS MD - Dermatology ,GeneralSurgeon,Saifee Hospital
1573,Dr. Mausadik Parkar,2.0,MBBS MD - General Medicine DCH DM - Neurology Master of Public Health (MPH) ,GeneralSurgeon,Saifee Hospital
1574,Dr. Naresh,16.0,MBBS DNB - Respiratory Diseases Diploma in Tuberculosis and Chest Diseases (DTCD) ,GeneralSurgeon,Saifee Hospital
1575,Dr. Abdul Bashir Khan,40.0,MBBS MCh - Cardio Thoracic Surgery ,Pediatrician,Saifee Hospital
1576,Dr. Ashish Shah,25.0,MBBS MD - Pediatrics DCH ,Pediatrician,Saifee Hospital
1577,Dr. Amin Kaba,31.0,MBBS MS - General Surgery FRCS - General Surgery ,Pediatrician,Saifee Hospital
1578,Dr. Fazal Nabi,22.0,MBBS MS - General Surgery FRCS - General Surgery ,Pediatrician,Saifee Hospital
1579,Dr. J V Katri,22.0,MBBS DNB - General Surgery MRCS (UK) ,Pediatrician,Saifee Hospital
1580,Dr. Neeru Vithlani,42.0,MBBS MD - General Medicine MNAMS (Membership of the National Academy) ,Pediatrician,Saifee Hospital
1581,Dr. Shabbir Chamdawala,19.0,MBBS DGO DNB - Obstetrics & Gynecology ,Pediatrician,Saifee Hospital
1582,Dr. Muthu Lakshmi Ramaswamy,14.0,MBBS MD - General Medicine DM - Gastroenterology ,Pediatrician,Saifee Hospital
1583,Dr. Quresh Maskati,8.0,MBBS MD - Cardiology DNB (Cardiology) ,Ophthalmologist/EyeSurgeon,Saifee Hospital
1584,Dr. Gautam Laud,19.0,MBBS MD - Pediatrics ,"Dentist,OralAndMaxilloFacialSurgeon,Implantologist",Saifee Hospital
1585,Dr. Gauri Merchant,16.0,MBBS DNB - Obstetrics & Gynecology ,Dentist,Saifee Hospital
1586,Dr. Yazad R Gandhi,23.0,MBBS MS - General Surgery MCh - Plastic Surgery ,"OralAndMaxilloFacialSurgeon,Dentist",Saifee Hospital
1587,Dr. Sabh Singh Khambay,9.0,MBBS MD - General Medicine ,Dentist,Saifee Hospital
1588,Dr. Bharat Shivdasani,44.0,MBBS MD - Obstetrics & Gynaecology DGO ,Cardiologist,Saifee Hospital
1589,Dr. Kirti Punamiya,26.0,MBBS DGO ,InterventionalCardiologist,Saifee Hospital
1590,Dr. Aliasgar Behrainwala,5.0,MBBS DGO ,Cardiologist,Saifee Hospital
1591,Dr. Suhas Parikh,8.0,MBBS MS - Orthopaedics ,"Cardiologist,CardiothoracicandVascularSurgeon",Saifee Hospital
1592,Dr. Soma Modi,41.0,MBBS MD - Pediatrics ,Dentist,Saifee Hospital
1593,Dr. Shehla Shaikh,35.0,MDS ,Endocrinologist,Saifee Hospital
1594,Dr. Altamash Shaikh,41.0,BDS MDS ,Diabetologist,Saifee Hospital
1595,Dr. Paresh K Doshi,39.0,MDS ,Neurosurgeon,Saifee Hospital
1596,Dr. Nilesh,39.0,MBBS MS - General Surgery DNB - Plastic Surgery ,GastroIntestinalSurgeon,Saifee Hospital
1597,Dr. Kayomars Kapadia,30.0,MBBS MS - General Surgery MCh - Neuro Surgery ,LaparoscopicSurgeon,Saifee Hospital
1598,Dr. R P Shah,14.0,MBBS MD - Obstetrics & Gynaecology ,Oncologist,Saifee Hospital
1599,Dr. Asit Shah,6.0,MBBS DCH ,Orthopedist,Saifee Hospital
1600,Dr. Anjana,12.0,MBBS MD - Pediatrics DCH ,Oncologist,Saifee Hospital
1601,Dr. A R Farikh,46.0,DCH MBBS ,Oncologist,Saifee Hospital
1602,Dr. Mahaboob,31.0,MBBS MS - General Surgery MNAMS - General Surgery FRCS - General Surgery Diploma in Advanced Gynaec Laparoscopic Surgery ,Oncologist,Saifee Hospital
1603,Dr. Anil Sanganeria,21.0,MBBS MS - General Surgery ,Oncologist,Saifee Hospital
1604,Dr. Ritu Jain,25.0,MBBS MS - General Surgery DNB - General Surgery ,Oncologist,Saifee Hospital
1605,Dr. Dilip Murarkar,13.0,MS - General Surgery ,Oncologist,Saifee Hospital
1606,Dr. Dhairyasheel Savant,21.0,MBBS MS - General Surgery ,Oncologist,Saifee Hospital
1607,Dr. Mehul Bhansali,6.0,MBBS MS - General Surgery DNB - General Surgery ,Oncologist,Saifee Hospital
1608,Dr. Dilip Raja,22.0,MBBS MNAMS - General Surgery ,"Urologist,UrologicalSurgeon,Andrologist",Saifee Hospital
1609,Dr. Anup Ramani,44.0,MBBS MS - General Surgery FICS ,"Urologist,UrologicalSurgeon",Saifee Hospital
1610,Dr. Ketan Desai,29.0,MBBS MD - General Medicine ,"UrologicalSurgeon,Andrologist",Saifee Hospital
1611,Dr. Kamran Khan,41.0,MBBS ,SurgicalOncologist,Saifee Hospital
1612,Dr. Shabbir Suterwala,38.0,MBBS ,Orthopedist,Saifee Hospital
1613,Dr. Hemali Trivedi Gupta,6.0,MBBS ,"Urologist,UrologicalSurgeon",Saifee Hospital
1614,Dr. Hakim K Barot,17.0,MBBS MD - General Medicine ,GeneralSurgeon,Saifee Hospital
1615,Dr. Dimpy Irani,27.0,MBBS MD - General Medicine ,"Obstetrician,Gynecologist",Saifee Hospital
1616,Dr. Huzefa T Dhansura,40.0,MBBS DGO ,Ophthalmologist,Saifee Hospital
1617,Dr. Kiran Shah,10.0,MBBS MD - Obstetrics & Gynaecology DGO MNAMS (Membership of the National Academy) ,GastroentrologySurgeon,Saifee Hospital
1618,Dr. Vikram Parikh,28.0,MBBS DGO Diploma in Advanced Gynaec Laparoscopic Surgery ,GeneralSurgeon,Saifee Hospital
1619,Dr. Taral  Nagda,14.0,MBBS MD - Obstetrics & Gynaecology DGO ,Orthopedist,Saifee Hospital
1620,Dr. Prajesh Bhuta,25.0,MBBS MD - Obstetrics & Gynaecology DGO ,LaparoscopicSurgeon,Saifee Hospital
1621,Dr. Ravi V. Shah,20.0,MBBS MD - Obstetrics & Gynaecology DGO ,Orthopedist,Saifee Hospital
1622,Dr. Jathin Krishna Rai,16.0,MBBS DGO ,"Radiologist,VascularSurgeon",Saifee Hospital
1623,Dr. Vrajesh Udani,11.0,MBBS ,Pediatrician,Saifee Hospital
1624,Dr. Shubhangi Upadhye,21.0,MBBS DGO ,Cardiologist,Saifee Hospital
1625,Dr. Vashishth Maniar,39.0,MBBS MD - Obstetrics & Gynaecology DGO MNAMS (Membership of the National Academy) ,MedicalOncologist,Saifee Hospital
1626,Dr. Anjana Laungani,13.0,MBBS MD - Obstetrics & Gynaecology DGO ,Physiotherapist,Saifee Hospital
1627,Dr. Krishna Vora,5.0,MBBS MD - Obstetrics & Gynaecology DGO ,ENT/Otorhinolaryngologist,Saifee Hospital
1628,Dr. Kapil Agarwal,19.0,MBBS MD - Obstetrics & Gynaecology DGO Fellow ship of Indian College of Obstetrics and Gynecology (FICOG) ,PlasticSurgeon,Saifee Hospital
1629,Dr. Suhail Sayed,11.0,MBBS DGO ,Oncologist,Saifee Hospital
1630,Dr. Vijay Patil,16.0,MBBS DGO MRCOG ,Orthopedist,Saifee Hospital
1631,Dr. Arsiwala Shehnaz Zulfikar,3.0,MBBS MD - Obstetrics & Gynaecology DGO ,Dermatologist,Saifee Hospital
1632,Dr. Hasanain Shikari,6.0,MBBS MS - General Surgery DNB FRCS - General Surgery MCh - Surgical Gastroenterology/G.I. Surgery ,Ophthalmologist/EyeSurgeon,Saifee Hospital
1633,Dr. A. M. Rajani,8.0,MCh - Urology MBBS ,"JointReplacementSurgeon,Orthopedist",Saifee Hospital
1634,Dr. Loyal,17.0,MBBS MCh - Urology ,Cardiologist,Saifee Hospital
1635,Dr. Tilak,47.0,MBBS MS - Orthopaedics MS - General Surgery ,Cardiologist,Saifee Hospital
1636,Dr. Nazir Zoowale,19.0,MBBS Diploma in Orthopaedics ,Cardiologist,Saifee Hospital
1637,Dr. Keshiwala,8.0,MBBS MS - Orthopaedics FRCS - Trauma & Orthopedic Surgery ,Cardiologist,Saifee Hospital
1638,Dr. Manoj Mashru,41.0,MBBS MS - Orthopaedics ,Cardiologist,Saifee Hospital
1639,Dr. Sharukh Byulwal,11.0,MBBS DNB - General Surgery FRCS - General Surgery ,Cardiologist,Saifee Hospital
1640,Dr. S.A Merchant,31.0,MBBS MS - General Surgery MCh - Urology/Genito-Urinary Surgery ,"InterventionalCardiologist,Cardiologist",Saifee Hospital
1641,Dr. Parvin Roshiwal,11.0,MBBS MS - General Surgery MCh - Plastic Surgery ,Gynecologist/Obstetrician,Saifee Hospital
1642,Dr. Alisha,19.0,MBBS MCh - Plastic Surgery FRCS - General Surgery D.Sc FAMS - Fellowship of the Academy Medicine ,Gynecologist/Obstetrician,Saifee Hospital
1643,Dr. Shakifa Ansari,27.0,MBBS MD - General Medicine DM - Haematology Pathology/Hematopthology ,Gynecologist/Obstetrician,Saifee Hospital
1644,Dr. Huftoskhi,17.0,MBBS DNB - General Surgery DNB - Neurosurgery FICS ,Gynecologist/Obstetrician,Saifee Hospital
1645,Dr. Muntaj,34.0,MBBS MD - General Medicine DM - Neurology ,Gynecologist/Obstetrician,Saifee Hospital
1646,Dr. Rashida Boppai,12.0,MBBS MD - (Medicine - Endocrinology) ,Gynecologist/Obstetrician,Saifee Hospital
1647,Dr. Bindu Molekar,32.0,MBBS MD - Psychiatry ,Gynecologist/Obstetrician,Saifee Hospital
1648,Dr. Dimpi Rai,9.0,MBBS MD - Psychiatry ,Gynecologist/Obstetrician,Saifee Hospital
1649,Dr. Hardik Shah,31.0,MBBS Division of Clinical Psychology (DCP) ,Gastroenterologist,Saifee Hospital
1650,Dr. Abbas Asgharali Mistry,37.0,MBBS MD - Oncology DM - Oncology ,PlasticSurgeon,Saifee Hospital
1651,Dr. Sunil Maniar,19.0,MBBS MD - Oncology DM - Oncology ,Dermatologist,Saifee Hospital
1652,Dr. Almans Khan,37.0,MBBS MS - ENT Diploma in Otorhinolaryngology (DLO) ,GeneralSurgeon,Saifee Hospital
1653,Dr. Dawood Lowai,35.0,BDS ,"Ear-Nose-Throat(ENT)Specialist,Ophthalmologist",Saifee Hospital
1654,Dr. Jafferhusein Sura,16.0,MBBS Diploma in Orthopaedics ,"Otologist/Neurotologist,ENT/Otorhinolaryngologist",Saifee Hospital
1655,Dr. Fatema Bapai,33.0,MBBS MS - Orthopaedics ,Dentist,Saifee Hospital
1656,Dr. Shreyas Gupte,27.0,MBBS MS - ENT ,Dentist,Saifee Hospital
1657,Dr. Deepali Makharia,33.0,MBBS MS - General Surgery MCh - Urology ,Dentist,Saifee Hospital
1658,Dr. J. N. Khanna,13.0,MBBS MRCOG ,Dentist,Saifee Hospital
1659,Dr. Sakarwala Mustafa,22.0,MBBS ,DentalSurgeon,Saifee Hospital
1660,Dr. Fazila Bhutwala,34.0,MBBS DNB - Paediatrics ,Dentist,Saifee Hospital
1661,Dr. Murtuza Chatriwala,27.0,MBBS Diploma in Radio Therapy MD - Radiotherapy ,Dentist,Saifee Hospital
1662,Dr. Tasneem Dalal,30.0,MBBS DNB - Paediatrics ,Dentist,Saifee Hospital
1663,Dr. Sameera Ali,12.0,MBBS MD - Cardiology DM - Cardiology FACC FRCS - General Surgery ,"Dentist,DentalSurgeon",Saifee Hospital
1664,Dr. D.R.Shahani,25.0,MS - General Surgery MBBS ,Dentist,Saifee Hospital
1665,Dr. Pragna S Juthani,31.0,BDS MDS - Prosthodontics ,Homoeopath,Saifee Hospital
1666,Dr. Reshma Rao,15.0,MBBS MD - Internal Medicine DM - Cardiology ,Gynecologist,Saifee Hospital
1667,Dr. Ravi Doctor,16.0,MBBS MS - ENT ,Homoeopath,Saifee Hospital
1668,Dr. Debraj Shome,7.0,DNB - ENT MBBS ,PlasticSurgeon,Saifee Hospital
1669,Dr. Batul Patel,33.0,MBBS MD - Medicine DM - Oncology ,"Dermatologist,Trichologist,AestheticDermatologist",Saifee Hospital
1670,Dr. Bhavesh Arun Popat,42.0,MBBS MS - ENT ,InterventionalRadiologist,Saifee Hospital
1671,Dr. Rushi Deshpande,10.0,MBBS MS - General Surgery DNB - General Surgery ,"Nephrologist/RenalSpecialist,GeneralPractitioner",Saifee Hospital
1672,Dr. Girish Vaswani,13.0,MBBS MD - Medicine DM - Gastroenterology ,GeneralPhysician,Saifee Hospital
1673,Dr. Kottapalli Divakar Reddy,41.0,MBBS MCh - Neuro Surgery DNB - Neurosurgery Fellow in Spine Surgery MD - General Medicine ,"Orthopedist,JointReplacementSurgeon",KIMS - Krishna Institute of Medical Sciences
1674,Ms. Sujatha Rajamani,29.0,MBBS MD - Pediatrics ,CounsellingPsychologist,KIMS - Krishna Institute of Medical Sciences
1675,Dr. Kalyan Chakravarthy,16.0,MBBS MS - General Surgery MCh - Burns & Plastic Surgery ,ENT/Otorhinolaryngologist,KIMS - Krishna Institute of Medical Sciences
1676,Dr. Madhu Devarasetty,16.0,MCh - Plastic Surgery MS - General Surgery MBBS ,SurgicalOncologist,KIMS - Krishna Institute of Medical Sciences
1677,Dr. Kranthi Kumar Reddy,28.0,MBBS MS - General Surgery MCh - Plastic Surgery ,GeneralPhysician,KIMS - Krishna Institute of Medical Sciences
1678,Dr. Nagalakshmi Gogikar,29.0,MBBS MRCP (UK) Fellowship in  Emergency Medicine ,Psychiatrist,KIMS - Krishna Institute of Medical Sciences
1679,Dr. N Hemanth Kumar,31.0,MBBS MD - Internal Medicine ,PlasticSurgeon,KIMS - Krishna Institute of Medical Sciences
1680,Dr. Srinivas Kasha,14.0,MBBS MD - Medicine ,Orthopedist,KIMS - Krishna Institute of Medical Sciences
