DOC_ID,NAME,EXPERIENCE,QUALIFICATION,SPECIALTIES,HOSPITAL
2035,Dr. J.P. Rath,41.0,MBBS MD - General Medicine ,Gynecologist/Obstetrician,Ruby Hall Clinic
2036,Dr. J.S. Hiremath,19.0,MBBS MD - Pediatrics Fellowship in Pediatric Neurology ,Cardiologist,Ruby Hall Clinic
2037,Dr. J.S.Lakshmi,36.0,MBBS DNB (Cardiology) DNB - General Medicine ,Gynecologist,St.Isabel's Hospital
2038,Dr. J.V.S.Prakash,17.0,MBBS MS - General Surgery ,Urologist,St.Isabel's Hospital
2039,Dr. J.Vijayan,26.0,MBBS MS - General Surgery ,LaparoscopicSurgeon,St.Isabel's Hospital
2040,Dr. JAYASHREE PATKI,31.0,MBBS ,,KIMS - Krishna Institute of Medical Sciences
2041,Dr. Jacinth Cornelius,16.0,MBBS MD - Pediatrics DM - Cardiology DNB (Cardiology) ,ENT/Otorhinolaryngologist,St.Isabel's Hospital
2042,Dr. Jacob Jamesraj,,MBBS MS - General Surgery FRCS - General Surgery ,,Madras Medical Mission Hospital
2042,Dr. Jacob Jamesraj,,MBBS MD - Radiotherapy ,CardiacSurgeon,Madras Medical Mission Hospital
2043,Dr. Jacob M Puliyel,6.0,MBBS DNB - General Medicine ,Pediatrician,St Stephens Hospital
2044,Dr. Jadliwala M. K.,9.0,BDS ,GeneralSurgeon,Bombay Hospital & Medical Research Centre
2045,Dr. Jafferhusein Sura,16.0,MBBS Diploma in Orthopaedics ,"Otologist/Neurotologist,ENT/Otorhinolaryngologist",Saifee Hospital
2046,Dr. Jagadeesh,,,"JointReplacementSurgeon,Orthopedist",Fortis Hospital
2046,Dr. Jagadeesh,21.0,MBBS DNB - Pulmonary Medicine ,Cardiologist,Ruby Hall Clinic
2047,Dr. Jagadeesh C,18.0,MBBS DGO DNB - Obstetrics & Gynecology ,GeneralPhysician,Apollo Hospital
2048,Dr. Jagadish Chinnappa,11.0,MD - Psychiatry ,Pediatrician,Manipal Hospital
2049,Dr. Jagadishwar Goud Gajagowni,28.0,BDS MDS FICOI DICOI ,SurgicalOncologist,Yashoda Hospital
2050,Dr. Jaganmani Sreekanth,21.0,BHMS MD - Homeopathy ,InternalMedicine,Apollo Hospitals
2051,Dr. Jagannath Dixit,,,SurgicalOncologist,Pristine Hospital
2052,Dr. Jagannathan,,MBBS MD - General Medicine DNB - Nephrology ,Pathologist,Abhijay Hospital Pvt Ltd
2053,Dr. Jagdish Kaswan,8.0,MBBS MS - General Surgery MCh - Neuro Surgery ,InternalMedicine,Blk Super Speciality Hospital
2054,Dr. Jagdish Kotari,,MBBS DCH DNB Fellowship in Paediatric and Adolescent Endocrinology ,Oncologist,Dr. Jivraj Mehta Smarak Health Foundation
2055,Dr. Jagdish Shah,16.0,MS - Orthopaedics ,Ophthalmologist/EyeSurgeon,S L Raheja Fortis Hospital
2056,Dr. Jagdish Shinde,,MBBS MS - Orthopaedics Diploma in Orthopaedics ,RadiationOncologist,Aditya Birla Memorial Hospital
2057,Dr. Jagjit Singh,16.0,MBBS MD - General Medicine Fellowship in Nephrology DM - Nephrology DNB - Nephrology ,"JointReplacementSurgeon,Orthopedist",Mata Chanan Devi Hospital
2058,Dr. Jagrati Laad,,,"Gynecologist,Obstetrician,InfertilitySpecialist",Surya Mother & Child Super Speciality Hospital
2059,Dr. Jagruti Sanghvi,,MBBS MD - Pathology DNB ,Pediatrician,Criti Care Multi Speciality Hospital & Research Centre
2060,Dr. Jagruti Sawant,,MBBS MS - Orthopaedics Fellow in Spine Surgery ,,Criti Care Multi Speciality Hospital & Research Centre
2061,Dr. Jahnavi.K,,,GeneralPhysician,Aster Prime Hospitals
2062,Dr. Jahoor Patankar,15.0,MBBS MRCS (UK) FACS ,"Pediatrician,PediatricSurgeon",BSES MG Hospital
2063,Dr. Jai Bharat Panwar,,"MBBS MD - Skin,VD & Leprosy ",PediatricSurgeon,Tirath Ram Shah Hospital
2064,Dr. Jai Desai,,MBBS DNB - Orthopedics/Orthopedic Surgery ,Nephrologist,Guru Nanak Hospital
2065,Dr. Jai Shankar,,MBBS MRCP (UK) ,Cardiologist,Madras Medical Mission Hospital
2066,Dr. Jaideep Bansal,,,Neurologist,Maharaja Agrasen Hospital
2067,Dr. Jaiger,,MBBS MD - General Medicine Fellowship in Rheumatology ,Radiologist,Abhijay Hospital Pvt Ltd
2068,Dr. Jain Alpesh,23.0,MBBS DCH ,Diabetologist,Masina Hospital 
2069,Dr. Jaipal Reddy B,,,GeneralPhysician,Omni Hospitals
2070,Dr. Jaipalreddy,,MBBS MS - Obstetrics & Gynaecology Fellowship in Minimally Invasive Gynaecology and Endoscopy ,"GeneralSurgeon,SurgicalOncologist",Aditya Birla Memorial Hospital
2071,Dr. Jaipee Sharma,,MBBS MD - Oncology Diploma in Radio Therapy ,Physiotherapist,Kailash Hospital
2072,Dr. Jaishree Gajaraj,,,Gynecologist,Apollo Speciality Cancer Hospital
2072,Dr. Jaishree Gajaraj,15.0,MBBS MS - ENT ,Gynecologist,Fortis Malar Hospital
2073,Dr. Jaisingh Shinde,,MBBS MS - Ophthalmology DNB - Ophthalmology DOMS ,"LaparoscopicSurgeon,GeneralSurgeon",Sahyadri Hospitals
2074,Dr. Jalaja Ramesh,17.0,MBBS DM - Cardiology FRCS - General Surgery ,Diabetologist,St.Isabel's Hospital
2075,Dr. Jameel Akhter,13.0,MBBS MD - Pediatrics ,"GeneralSurgeon,LaparoscopicSurgeon",Apollo Hospital
2076,Dr. James David Tivade,17.0,MBBS MS - General Surgery DGO MCh - Urology ,Orthopedist,Bhatia  Hospital
2077,Dr. Jamshed Kersi Tavadia,15.0,MBBS MS - General Surgery MCh - Cardio Thoracic and Vascular Surgery ,Implantologist,Masina Hospital 
2078,Dr. Janak.K. Maniar,20.0,MBBS MD - Anaesthesiology ,Dermatologist,Bhatia  Hospital
2079,Dr. Janaki Narayanan,,,Pediatrician,Fortis Hospital
2080,Dr. Janardhan Rao,13.0,MBBS DNB - Paediatrics ,ENT/Otorhinolaryngologist,KIMS - Krishna Institute of Medical Sciences
2081,Dr. Jare Nana,,MD - Medicine DNB (Cardiology) ,Ophthalmologist,Sahyadri Speciality Hospital
2082,Dr. Jasbir Singh,7.0,MBBS ,Anesthesiologist,Blk Super Speciality Hospital
2083,Dr. Jasjit Singh Bhasin,10.0,MBBS MD - Dermatology ,Pediatrician,Blk Super Speciality Hospital
2084,Dr. Jasleen Kaur Soni,17.0,BDS MDS ,Gynecologist/Obstetrician,Mata Chanan Devi Hospital
2085,Dr. Jasmeet Kaur Wadhwa,7.0,MBBS MS - General Surgery DM - Cardiology ,Pediatrician,Blk Super Speciality Hospital
2085,Dr. Jasmeet Kaur Wadhwa,53.0,MBBS MS - General Surgery FIAGES ,Pediatrician,Sri Balaji Action Medical Institute
2086,Dr. Jasmin Rath,31.0,BDS MDS ,"Gynecologist,Obstetrician",Apollo Hospitals
2087,Dr. Jasneet Singh,10.0,MBBS MS - General Surgery MCh - Cardio Thoracic Surgery ,"Dentist,Orthodontist",Mata Chanan Devi Hospital
2088,Dr. Jassawalla Mehernosh J.,7.0,MBBS MD - Anaesthesiology ,Gynecologist,Masina Hospital 
2089,Dr. Jasthi Seeta,13.0,MBBS DNB - Ophthalmology Fellowship In Medical Retina And Uvea ,Anesthesiologist,Apollo Hospitals
2090,Dr. Jasveer Singh,39.0,MBBS Diploma in Otorhinolaryngology (DLO) MS - Otorhinolaryngology ,ENT/Otorhinolaryngologist,Sir Ganga Ram Hospital
2091,Dr. Jaswinder Singh,23.0,MBBS DNB - Internal Medicine FRACP (Respiratory Medicine & Sleep Medicine) ,ENT/Otorhinolaryngologist,Apollo Hospitals
2092,Dr. Jathin Krishna Rai,,MBBS MS - General Surgery MCh - Plastic Surgery ,"Radiologist,VascularSurgeon",Criti Care Multi Speciality Hospital & Research Centre
2092,Dr. Jathin Krishna Rai,16.0,MBBS DGO ,"Radiologist,VascularSurgeon",Saifee Hospital
2092,Dr. Jathin Krishna Rai,16.0,MBBS Post Graduate Diploma in Diabetology (PGDD) ,"Radiologist,VascularSurgeon",S L Raheja Fortis Hospital
2093,Dr. Jatin Chhabra,17.0,MBBS MRCOG ,Pediatrician,Mata Chanan Devi Hospital
2094,Dr. Jatin Chokshi,17.0,MBBS MD - Pathology ,GeneralSurgeon,Bhatia  Hospital
2095,Dr. Jatin Dhingra,18.0,MBBS MS - Orthopaedics M.Ch - Orthopaedics ,Radiologist,Sri Balaji Action Medical Institute
2096,Dr. Jatin Garg,,MBBS MS - Ophthalmology DNB - Ophthalmology ,"Pediatrician,Neonatologist",Indraprastha Apollo Hospitals
2097,Dr. Jatin Shah,6.0,MBBS MS - ENT MNAMS - General Surgery FICS ,Ophthalmologist,Saifee Hospital
2098,Dr. Javed,6.0,MBBS DNB P.P.G ,Cardiologist,Sanjeevan Hospital
2099,Dr. Javeed,,CCST - Internal Medicine MBBS ,GeneralPhysician,Medwin Hospitals
2100,Dr. Jawahar Ticku,,MBBS DGO ,RadiationOncologist,Rockland Hospital
2101,Dr. Jay Kirtani,29.0,MBBS MD - Psychiatry ,"GeneralPhysician,Geriatrician",Max Super Speciality Hospital
2102,Dr. Jaya Prakash Narayana Gupta,11.0,MBBS Diploma in Radio Therapy MD - Radiotherapy ,GeneralPhysician,St Stephens Hospital
2103,Dr. Jayadev B,,,Anesthesiologist,Pristine Hospital
2104,Dr. Jayaganesh R,11.0,MBBS ,GeneralPhysician,Apollo Hospital
2105,Dr. Jayalakshmi T K,27.0,MBBS MD - General Medicine ,Pulmonologist,Fortis Hospital
2106,Dr. Jayam Kannan,,MBBS MS - Obstetrics & Gynaecology MRCOG ,"Gynecologist,InfertilitySpecialist,Obstetrician",Cloudnine Hospital
2107,Dr. Jayant H Patel,,MBBS DNB ,Ear-Nose-Throat(ENT)Specialist,Dr. Jivraj Mehta Smarak Health Foundation
2108,Dr. Jayant Jaswal,9.0,MBBS MD - General Medicine ,ENT/Otorhinolaryngologist,Sri Balaji Action Medical Institute
2109,Dr. Jayant P Gawande,,MBBS DGO Fellowship in Gynaecologic Laparoscopy DNB - Obstetrics & Gynecology ,MedicalOncologist,Aditya Birla Memorial Hospital
2110,Dr. Jayant Pai Dhungat,27.0,MBBS MD - Internal Medicine ,GeneralPhysician,Bhatia  Hospital
2111,Dr. Jayanth Sundar Sampath,17.0,MBBS DNB - Dermatology & Venereology Diploma in Dermatology & Venerology ,Orthopedist,Columbia Asia Hospital
2111,Dr. Jayanth Sundar Sampath,41.0,MBBS MD - General Medicine DNB - Gastroenterology ,Orthopedist,People Tree Hospitals
2112,Dr. Jayanthi Arulneyam,,MBBS MS - General Surgery ,,Madras Medical Mission Hospital
2113,Dr. Jayanthi V,23.0,MBBS MD - Pediatrics ,Gastroenterologist,Global Hospital
2114,Dr. Jayanthi Viswanatha,24.0,MS - ENT DNB - ENT MRCS (UK) Diploma in Otorhinolaryngology (DLO) Masters in Speech Language Pathology FRCS - General Surgery ,Pediatrician,Global Hospital
2115,Dr. Jayanti S Thumsi,,MBBS MD - General Medicine DM - Rheumatology ,GeneralSurgeon,BGS Global Hospital
2116,Dr. Jayaramchander,32.0,MBBS MS - Orthopaedics PDCC - Hand PDCC - Hand ,Orthopedist,Apollo Hospitals
2117,Dr. Jayaranganath M,4.0,MBBS MS - General Surgery MCh - Neuro Surgery ,Cardiologist,Manipal Hospital
2118,Dr. Jayashree Gopal,9.0,MBBS MD - Psychiatry ,GeneralPhysician,Apollo Hospital
2119,Dr. Jayashree M S,,MBBS Diploma in Radio Therapy DNB - Radiation Oncology MD Radiation Oncology ,Gynecologist,Cloudnine Hospital
2120,Dr. Jayashree Narasimhan,16.0,MBBS DABS F.A.C.S MCh - Vascular Surgery ,Pulmonologist,Apollo Hospital
2120,Dr. Jayashree Narasimhan,,,Pulmonologist,Apollo Speciality Cancer Hospital
2121,Dr. Jayashree Soundararajan,,,GeneralPhysician,Apollo Speciality Cancer Hospital
2122,Dr. Jayasimha Nagella,,,"LaparoscopicSurgeon,GeneralSurgeon",Omni Hospitals
2123,Dr. Jayasree Kailasam,,,InternalMedicine,Fortis Hospital
2124,Dr. Jaydeep Date,19.0,MBBS DEMS ,Urologist,Deenanath Mangeshkar Hospital
2125,Dr. Jayesh Baviskar,,,"JointReplacementSurgeon,Orthopedist,SpineSurgeon",Jaslok Hospital
2126,Dr. Jayesh Rahalkar,17.0,MBBS MCh - Paediatric Surgery ,Dentist,Deenanath Mangeshkar Hospital
2127,Dr. Jayesh Shah,14.0,MBBS DDVL DNB ,Orthopedist,BSES MG Hospital
2128,Dr. Jayini P Rammohen,,,"JointReplacementSurgeon,Orthopedist",Pace Hospital
2129,Dr. Jayshri A Shah,6.0,MBBS MD - Anaesthesiology DNB ,Gastroenterologist,S L Raheja Fortis Hospital
2130,Dr. Jeet Ram Kunwar,12.0,MBBS DCH ,CardiacSurgeon,Max Smart Super Speciality Hospital
2131,Dr. Jeevan Aggarwal,22.0,MBBS MD - Radio Diagnosis/Radiology ,InternalMedicine,Fortis Hospital
2132,Dr. Jeevan Gavali,,MS - Obstetrics & Gynaecology MBBS Fellowship in Minimal Access Surgery ,PediatricSurgeon,Holy Spirit Hospital
2133,Dr. Jeevan Shetty,20.0,MBBS MD - Pediatrics Fellowship in Pediatric Neurology Fellowship in Clinical Neurophysiology & Epilepsy ,"Dentist,Implantologist,Cosmetic/AestheticDentist",Godrej Memorial Hospital
2134,Dr. Jegath Raman A R,,MBBS DGO MD - Obstetrics & Gynaecology ,Neurosurgeon,Billroth Hospitals
2135,Dr. Jenam Mehta,7.0,MBBS Diploma in Gynaecology & Obstetrics DNB - Obstetrics & Gynecology ,TuberculousandchestDiseasesSpecialist,Masina Hospital 
2136,Dr. Jesal Seth,22.0,MBBS MD - Obstetrics & Gynaecology MRCOG ,Pediatrician,Fortis Hospital
2137,Dr. Jeyalakshmi R,32.0,MBBS MS - General Surgery Fellowship in Vascular & Endovascular Surgery ,Gynecologist/Obstetrician,St.Isabel's Hospital
2138,Dr. Jimmy Prabhakaran,26.0,MBBS MRCP (UK) CCST - Internal Medicine ,GeneralPhysician,Fortis Malar Hospital
2139,Dr. Jinish Mahesh Upadhyay,11.0,MBBS ,Ophthalmologist/EyeSurgeon,Masina Hospital 
2140,Dr. Jisa George,14.0,MBBS MS - Obstetrics & Gynaecology Fellowship in Minimal Access Surgery ,GeneralPhysician,Kamakshi Memorial Hospital
2141,Dr. Jiten Chowdhry,43.0,MBBS MD - General Medicine DM - Gastroenterology ,"GeneralSurgeon,LaparoscopicSurgeon,GastroIntestinalSurgeon",Godrej Memorial Hospital
2142,Dr. Jitender Aggarwal,11.0,MCh - Vascular Surgery MBBS ,GeneralPhysician,Deenanath Mangeshkar Hospital
2143,Dr. Jitender Kothapalli,11.0,BAMS ,Radiologist,Apollo Hospitals
2144,Dr. Jitendra Goswami,,MBBS DGO DNB - Obstetrics & Gynecology Fellowship in Infertility ,Nephrologist/RenalSpecialist,Manipal Hospital
2145,Dr. Jithendra Kumar G P,7.0,MS - General Surgery DNB - Urology/Genito - Urinary Surgery MBBS ,Orthopedist,Apollo Hospital
2146,Dr. Jnanesh Thacker,38.0,MBBS MS - General Surgery Fellowship in Laparoscopy ,CardiothoracicSurgeon,Global Hospital
2147,Dr. Joe Joseph,,MBBS DNB DDVL ,Orthopedist,St John Medical College and Hospital
2148,Dr. John Punnoose,34.0,MBBS MS - Otorhinolaryngology ,Endocrinologist,St Stephens Hospital
2149,Dr. John Ratan,15.0,MBBS MS - General Surgery MCh - Plastic Surgery ,"Pediatrician,PediatricSurgeon",Batra Hospital & Medical Research Centre
2150,Dr. John Samuel,39.0,MBBS MD - Internal Medicine ,ENT/Otorhinolaryngologist,St.Isabel's Hospital
2151,Dr. Jose Easow,,,Oncologist,Apollo Speciality Cancer Hospital
2152,Dr. Joseph Francis Dominic,8.0,MBBS MD - Obstetrics & Gynaecology ,MedicalOncologist,Kamakshi Memorial Hospital
2153,Dr. Joseph Thachil,15.0,MBBS MD - Dermatology ,Urologist,Apollo Hospital
2154,Dr. Joseph Xavier,,,CardiothoracicandVascularSurgeon,Fortis Hospital
2155,Dr. Josephine Wilson,16.0,MBBS Doctor of Medicine Diploma in Radiation Medicine DNB - Nuclear Medicine DNB MAMS ,Gynecologist,St.Isabel's Hospital
2156,Dr. Joshi Jayanth,,DNB  - Medical Oncology DNB - General Medicine ESMO Certificate in Medical Oncology ,Pediatrician,Sahyadri Hospitals
2157,Dr. Jothi Neeraja S,11.0,MBBS MS - General Surgery MCh - Neuro Surgery ,Gynecologist,People Tree Hospitals
2158,Dr. Jothisankar P,,,GeneralSurgeon,Apollo Speciality Cancer Hospital
2159,Dr. Jotiba Ravaji Chaughule,,BSc - Dietitics / Nutrition MSc - Dietitics / Nutrition Post Graduate Diploma in Educational Planning and Management ,GeneralSurgeon,Aditya Hospital
2160,Dr. Joy Desai,34.0,MBBS DNB - Gastroenterology ,Neurologist,Bhatia  Hospital
2161,Dr. Joy Varghese,22.0,MS - Orthopaedics MBBS ,Gastroenterologist,Global Hospital
2162,Dr. Joydeep Banerjee,,,Orthopedist,Amri Hospitals
2163,Dr. Juanita Soans,10.0,MBBS Diploma in Radio Therapy ,OrthopedicPhysiotherapist,Fortis Hospital
2164,Dr. Jugal Kishore Kadel,14.0,BDS ,Rheumatologist,Care Hospitals
2165,Dr. Juhee Jain,16.0,MBBS MS - General Surgery DNB - General Surgery DNB - Urology/Genito - Urinary Surgery ,"Gynecologist,Obstetrician,InfertilitySpecialist",Fortis Hospital
2165,Dr. Juhee Jain,15.0,MBBS MS - ENT ,"Gynecologist,Obstetrician,InfertilitySpecialist",Max Smart Super Speciality Hospital
2166,Dr. Juhi Bajaj,8.0,MBBS MS - General Surgery MCh - Neuro Surgery ,Gynecologist,Noble Hospital
2167,Dr. Juhi Luthra,17.0,MD - Ophthalmology MBBS ,"Gynecologist,Obstetrician",Noble Hospital
2168,Dr. Jui Mandke,31.0,MS - ENT DNB - ENT MBBS ,PediatricSurgeon,Masina Hospital 
2169,Dr. Juliet Nathwani,26.0,MBBS MD - Radiotherapy DNB - Radiotherapy ,Psychiatrist,Bhatia  Hospital
2170,Dr. Julius Punnen,23.0,MBBS MD - Obstetrics & Gynaecology ,Cardiologist,Global Hospital
2171,Dr. Justin Anand. Y,21.0,MBBS ,GeneralPhysician,St. Philomena's Hospital
2172,Dr. Juthika Sheode,18.0,MBBS MS - General Surgery DNB - Urology/Genito - Urinary Surgery MCh - Urology ,ENT/Otorhinolaryngologist,S L Raheja Fortis Hospital
2172,Dr. Juthika Sheode,24.0,MBBS MS - Orthopaedics ,ENT/Otorhinolaryngologist,Godrej Memorial Hospital
2173,Dr. Jyothi Narayan,12.0,MBBS MD - Psychiatry Doctors of Podiatric Medicine (DPM) ,Anesthesiologist,Apollo Hospitals
2174,Dr. Jyothi Raghuram,12.0,MD - Medicine DM - Nephrology MBBS ,Pediatrician,Columbia Asia Hospital
2175,Dr. Jyothi Shenoy V,,,Gynecologist,Columbia Asia Hospital
2176,Dr. Jyothi Shetty,,MBBS MS - General Surgery FMAS FIAGES ,Gynecologist,Guru Nanak Hospital
2177,Dr. Jyothsna Guttikonda,18.0,MBBS MS - Obstetrics & Gynaecology ,Nephrologist/RenalSpecialist,Star Hospitals
2178,Dr. Jyothsna Krishnappa,12.0,MBBS MD - Internal Medicine Post Graduate Diploma in Diabetology (PGDD) ,GeneralPhysician,Apollo Hospital
2179,Dr. Jyoti Rahalkar,23.0,MBBS Diploma in Anesthesiology (Ay.) FICS (Andrology) ,,Deenanath Mangeshkar Hospital
2180,Dr. Jyoti Sangle,,MBBS MRCPCH (UK) DCH FRCPCH MRCPCH (UK) ,Psychiatrist,Holy Spirit Hospital
2181,Dr. Jyotirmaya Dash,,,Cardiologist,Sims Hospital (Srm Institutes For Medical Science)
2182,Dr. Jyotsna Myneni,9.0,MBBS MS - Orthopaedics ,Ophthalmologist/EyeSurgeon,KIMS - Krishna Institute of Medical Sciences
2183,Dr. Jyotsna Zope,17.0,MBBS ,Nephrologist/RenalSpecialist,S L Raheja Fortis Hospital
2184,Dr. K Amrutha Rao,,,MedicalMicrobiologist,Omega Hospital
2185,Dr. K B Prasad,12.0,MBBS MD - Medicine DM - Gastroenterology ,Cardiologist,Apollo Hospital
2186,Dr. K B Puri,18.0,MBBS MD - Psychiatry MRCP (UK) ,ENT/Otorhinolaryngologist,Sanjeevan Hospital
2187,Dr. K B Raj,,MBBS DGO Fellowship in Reproductive Medicine ,Orthopedist,Tirath Ram Shah Hospital
2188,Dr. K Baraneedharan,20.0,MBBS DCH DNB - Paediatrics ,Diabetologist,Global Hospital
2189,Dr. K Bhaskaran,,MBBS MS - General Surgery ,"GeneralPhysician,MedicalOncologist",Billroth Hospitals
2190,Dr. K C Gupta,11.0,MBBS MD - General Medicine DM - Nephrology ,Ophthalmologist,Sri Balaji Action Medical Institute
2191,Dr. K Dhamodaran,34.0,MD - Obstetrics & Gynaecology MBBS ,"Cardiologist,InterventionalCardiologist",Apollo Hospital
2192,Dr. K Francis Sridhar,19.0,MD - General Medicine MBBS DM - Neurology DNB - Neurology ,UrologicalSurgeon,KIMS - Krishna Institute of Medical Sciences
2192,Dr. K Francis Sridhar,,,UrologicalSurgeon,Challa Hospitals
2193,Dr. K Jayanthi,,,Cardiologist,Sims Hospital (Srm Institutes For Medical Science)
2194,Dr. K Jayashree,,MBBS ,Gynecologist,Cloudnine Hospital
2195,Dr. K KRISHNAMOORTHY,,,"Orthopedist,JointReplacementSurgeon",Apollo Speciality Cancer Hospital
2195,Dr. K KRISHNAMOORTHY,15.0,MBBS MD - General Medicine DNB (Cardiology) ,"Orthopedist,JointReplacementSurgeon",Apollo Hospital
2196,Dr. K Kalyan Chakravarthi,,MBBS MS - Orthopaedics MRCS (UK) M.Ch - Orthopaedics Diploma - SICOT ,GeneralPhysician,Aditya Hospital
2197,Dr. K M Bopanna,7.0,MBBS MD - General Medicine ,Neurosurgeon,Manipal Hospital
2198,Dr. K M K Varma,21.0,MBBS MS - General Surgery MCh - Urology ,Orthopedist,Manipal Hospital
2199,Dr. K Murali Mohana Reddy,13.0,MBBS MS - General Surgery MCh - Neuro Surgery ,PlasticSurgeon,Yashoda Hospital
2200,Dr. K N Chandan Kumar,18.0,MBBS MD - Pulmonary Medicine ,Hepatologist,Global Hospital
2201,Dr. K N K Shetty,11.0,MD - Obstetrics & Gynaecology DGO ,Gastroenterologist,Manipal Hospital
2202,Dr. K Naga Mohan Rao,,,GeneralSurgeon,Thatha Hospital
2203,Dr. K Naveen,19.0,MBBS MS - General Surgery MCh - Plastic Surgery FCPS - General Surgery F.I.C.S. - Pastic Surery ,OralAndMaxilloFacialSurgeon,Continental Hospitals
2204,Dr. K P Kosygan,17.0,MBBS MD - Physical Medicine & Rehabilitation ,Orthopedist,Apollo Hospital
2205,Dr. K P Ranganayakulu,16.0,MBBS DNB ,Cardiologist,KIMS - Krishna Institute of Medical Sciences
2206,Dr. K P Sharma,,MBBS ,Orthopedist,MGS Super Speciality Hospital
2207,Dr. K Pandu Ranga Rao,,,Gastroenterologist,BBR Super Speciality Hospital
2208,Dr. K R Balakrishnan,12.0,MBBS Post Graduate Diploma in Ophthalmology ,CardiothoracicSurgeon,Fortis Malar Hospital
2209,Dr. K Ramesh Kumar,,"MBBS MRCPCH (UK) Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh) DCH DCH ",Oncologist,Medwin Hospitals
2210,Dr. K S Purohit,,BDS MDS - Pedodontics Post-Graduate Certificate in Oral Implantology (PGCOI) ,Gastroenterologist,Dr. Jivraj Mehta Smarak Health Foundation
2211,Dr. K S Satish,,,Pulmonologist,Vikram Hospital
2212,Dr. K S Sekar,8.0,MD - Dermatology MBBS DNB FRGUHS ,RadiationOncologist,Global Hospital
2213,Dr. K Sankara Subramanian,,MBBS MD - Medicine ,"GeneralPhysician,Neurologist",Billroth Hospitals
2214,Dr. K Seeniraj,,MBBS MD - Internal Medicine ,Pediatrician,Billroth Hospitals
2215,Dr. K Sethna,21.0,MBBS MS - ENT ,Oncologist,Godrej Memorial Hospital
2216,Dr. K Shanthappa,,MBBS MS - Orthopaedics FRCPCH ,PediatricSurgeon,Star Hospitals
2217,Dr. K Sreekumar Reddy,12.0,MBBS MS - Ophthalmology ,Ophthalmologist/EyeSurgeon,Apollo Hospitals
2218,Dr. K Srinivas,38.0,MBBS MD - Medicine DM - Cardiology ,RadiationOncologist,Yashoda Hospital
2219,Dr. K Srinivasan,31.0,MBBS MS - Orthopaedics DNB - Orthopedics/Orthopedic Surgery ,Radiologist,Global Hospital
2219,Dr. K Srinivasan,,,Orthopedist,Columbia Asia Hospital
2220,Dr. K Sudhir Reddy,,,"Orthopedist,JointReplacementSurgeon",Landmark Hospitals
2221,Dr. K V Paathak,,,Orthopedist,Felix Hospital
2222,Dr. K V Ramakrishna,,,Radiologist,Omni Hospitals
2223,Dr. K Vijayasaratha,11.0,MBBS MS - Orthopaedics ,Pulmonologist,Fortis Malar Hospital
2224,Dr. K Yugaveer,,,Pulmonologist,Omni Hospitals
2225,Dr. K. Bala Murali Krishna,,MBBS ,Gastroenterologist,KIMS Hospital
2226,Dr. K. Balsara,21.0,MBBS MRCS (UK) MRCP (UK) ,GeneralSurgeon,Bhatia  Hospital
2227,Dr. K. Chandavarkar,11.0,MBBS MS - General Surgery MCh - Cardio Thoracic Surgery ,Urologist,Bombay Hospital & Medical Research Centre
2228,Dr. K. Jyothirmayi,9.0,MBBS MS - General Surgery MCh - Paediatric Surgery DNB FICS ,"Psychiatrist,AddictionPsychiatrist,Neuropsychiatrist",Continental Hospitals
2229,Dr. K. K Mishra,,,Orthopedist,Primus Super Speciality Hospital
2230,Dr. K. K. Desarda,,MBBS MD - Pediatrics DNB - Paediatrics ,ENT/Otorhinolaryngologist,Sahyadri Hospitals
2231,Dr. K. Krishnaiah,23.0,MBBS MD - Pediatrics ,Orthopedist,KIMS - Krishna Institute of Medical Sciences
